Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 21:23:48,2022-01-16 21:33:58,10m - 9.929s,FAILED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 21:23:49,2022-01-16 21:25:14,1m - 24.464s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 21:23:50,2022-01-16 21:23:58,8.283s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 21:23:58,2022-01-16 21:24:06,7.356s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 21:24:06,2022-01-16 21:24:41,34.839s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 21:24:41,2022-01-16 21:24:51,9.970s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 21:24:51,2022-01-16 21:24:58,7.431s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 21:24:58,2022-01-16 21:25:05,6.956s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 21:25:05,2022-01-16 21:25:13,7.458s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 21:25:13,2022-01-16 21:25:14,1.217s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 21:25:15,2022-01-16 21:27:00,1m - 45.428s,FAILED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 21:25:15,2022-01-16 21:25:32,16.436s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 21:25:32,2022-01-16 21:25:56,23.935s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 21:25:56,2022-01-16 21:27:00,1m - 3.408s,FAILED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 21:27:01,2022-01-16 21:28:56,1m - 54.492s,PASSED
