Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC30-33. Create Public Room,Chrome 97.0.4692.71,,,2022-01-16 21:26:43,2022-01-16 21:56:20,29m - 36.718s,PASSED
,,,,,,,
Test Cases/TC30-33. Create Public Room,Chrome 97.0.4692.71,,,2022-01-16 21:26:44,2022-01-16 21:33:49,7m - 5.118s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 21:26:45,2022-01-16 21:26:50,4.846s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 21:26:50,2022-01-16 21:26:52,2.818s,PASSED
"setText(findTestObject(""Object Repository/Create a public room/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 21:26:52,2022-01-16 21:26:58,5.460s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Create a public room/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 21:26:58,2022-01-16 21:26:59,0.608s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 21:26:59,2022-01-16 21:26:59,0.536s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/div_Verify with Security Key or Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 21:26:59,2022-01-16 21:27:44,44.735s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Create a public room/Page_Element 3/input_use your Security Key_mx_passPhraseInput""), ""reV6H350bXVA0kTbjZFhCPXAh4FFL4It6typrKizvxSyJdUn2mpvZeL5nXz6yBWwF/LIkIubCxLuDiWR7yvugw=="")",Chrome 97.0.4692.71,,,2022-01-16 21:27:44,2022-01-16 21:28:14,30.547s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 21:28:14,2022-01-16 21:28:15,0.785s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 21:28:15,2022-01-16 21:28:45,30.170s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/div_Rooms_mx_AccessibleButton mx_RoomSublis_27fc2e""))",Chrome 97.0.4692.71,,,2022-01-16 21:28:45,2022-01-16 21:29:16,30.402s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/span_Create new room""))",Chrome 97.0.4692.71,,,2022-01-16 21:29:16,2022-01-16 21:29:28,12.604s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/div_Private room (invite only)""))",Chrome 97.0.4692.71,,,2022-01-16 21:29:28,2022-01-16 21:29:59,30.212s,PASSED
"click(findTestObject(""Object Repository/Create a public room/Page_Element 3/div_Public room""))",Chrome 97.0.4692.71,,,2022-01-16 21:29:59,2022-01-16 21:30:25,26.399s,PASSED
"setText(findTestObject(""Object Repository/Create a public room/Page_Element 3/input_Create a public room_mx_Field_4""), roomName)",Chrome 97.0.4692.71,,,2022-01-16 21:30:25,2022-01-16 21:31:25,1m - 0.337s,PASSED
"setText(findTestObject(""Object Repository/Create a public room/Page_Element 3/input__mx_Field_6""), address)",Chrome 97.0.4692.71,,,2022-01-16 21:31:25,2022-01-16 21:32:26,1m - 0.326s,PASSED
"setText(findTestObject(""Object Repository/Create a public room/Page_Element 3/input_Name_mx_Field_5""), description)",Chrome 97.0.4692.71,,,2022-01-16 21:32:26,2022-01-16 21:33:18,52.427s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Create a public room/Page_Element 3/button_Create Room""))",Chrome 97.0.4692.71,,,2022-01-16 21:33:18,2022-01-16 21:33:48,30.212s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 21:33:48,2022-01-16 21:33:49,0.757s,PASSED
,,,,,,,
Test Cases/TC30-33. Create Public Room,Chrome 97.0.4692.71,,,2022-01-16 21:33:49,2022-01-16 21:41:32,7m - 42.711s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 21:33:49,2022-01-16 21:33:50,1.199s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 21:33:50,2022-01-16 21:33:53,2.230s,PASSED
"setText(findTestObject(""Object Repository/Create a public room/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 21:33:53,2022-01-16 21:33:56,3.736s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Create a public room/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 21:33:56,2022-01-16 21:33:57,0.635s,PASSED
