Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC49-50,Chrome 97.0.4692.71,,,2022-01-16 00:28:55,2022-01-16 00:39:30,10m - 35.180s,PASSED
,,,,,,,
Test Cases/TC49-50. Setting - Rename this device,Chrome 97.0.4692.71,,,2022-01-16 00:28:55,2022-01-16 00:34:13,5m - 18.037s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:28:56,2022-01-16 00:28:59,3.501s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 00:28:59,2022-01-16 00:29:03,3.420s,PASSED
"setText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 00:29:03,2022-01-16 00:29:07,4.240s,PASSED
"setEncryptedText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 00:29:07,2022-01-16 00:29:08,0.558s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 00:29:08,2022-01-16 00:29:08,0.480s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 00:29:08,2022-01-16 00:29:40,31.698s,PASSED
"setEncryptedText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Security Key_mx_Field_4""), ""VS8rYQ977uuZTKUEW2qHoqEszM/c6AWesmLKV2MYNvqcWwurKMbzDimjKKZIAEKmZHKDZ9qV+hrvpiERJe3Tdg=="")",Chrome 97.0.4692.71,,,2022-01-16 00:29:40,2022-01-16 00:30:11,30.651s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 00:30:11,2022-01-16 00:30:41,30.187s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 00:30:41,2022-01-16 00:31:11,30.205s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-16 00:31:11,2022-01-16 00:31:41,30.451s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/span_Security  privacy""))",Chrome 97.0.4692.71,,,2022-01-16 00:31:41,2022-01-16 00:32:12,30.379s,PASSED
"click(findTestObject(""Object Repository/rename this device with special character/Page_Element/div_Rename""))",Chrome 97.0.4692.71,,,2022-01-16 00:32:12,2022-01-16 00:32:42,30.611s,PASSED
"setText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Last seen 2032 at 2001ee04db3fe106918_68d1f1""), deviceName)",Chrome 97.0.4692.71,,,2022-01-16 00:32:42,2022-01-16 00:33:43,1m - 0.664s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/rename this device with special character/Page_Element/div_Display Name_mx_AccessibleButton mx_Acc_e7ea31""))",Chrome 97.0.4692.71,,,2022-01-16 00:33:43,2022-01-16 00:34:13,30.170s,PASSED
,,,,,,,
Test Cases/TC49-50. Setting - Rename this device,Chrome 97.0.4692.71,,,2022-01-16 00:34:13,2022-01-16 00:39:30,5m - 16.486s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:34:13,2022-01-16 00:34:15,2.020s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 00:34:15,2022-01-16 00:34:18,2.441s,PASSED
"setText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 00:34:18,2022-01-16 00:34:23,5.319s,PASSED
"setEncryptedText(findTestObject(""Object Repository/rename this device with special character/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 00:34:23,2022-01-16 00:34:24,0.534s,PASSED
