Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC39-40. Setting - PhoneNumber,Chrome 97.0.4692.71,,,2022-01-16 23:32:36,2022-01-16 23:43:20,10m - 44.009s,PASSED
,,,,,,,
Test Cases/TC39-40. Setting - Phone Number,Chrome 97.0.4692.71,,,2022-01-16 23:32:37,2022-01-16 23:37:53,5m - 16.184s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:32:37,2022-01-16 23:32:41,3.058s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:32:41,2022-01-16 23:32:43,2.378s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 23:32:43,2022-01-16 23:32:48,4.627s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 23:32:48,2022-01-16 23:32:48,0.545s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:32:48,2022-01-16 23:32:49,0.485s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Verify with Security Key or Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 23:32:49,2022-01-16 23:33:28,39.571s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Security Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 23:33:28,2022-01-16 23:33:58,30.241s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input_use your Security Key_mx_passPhraseInput""), ""reV6H350bXVA0kTbjZFhCPXAh4FFL4It6typrKizvxSyJdUn2mpvZeL5nXz6yBWwF/LIkIubCxLuDiWR7yvugw=="")",Chrome 97.0.4692.71,,,2022-01-16 23:33:58,2022-01-16 23:34:29,30.398s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 23:34:29,2022-01-16 23:34:50,21.044s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 23:34:50,2022-01-16 23:35:20,30.528s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-16 23:35:20,2022-01-16 23:35:51,30.847s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/span_Security  privacy_mx_IconizedContextMe_38942c""))",Chrome 97.0.4692.71,,,2022-01-16 23:35:51,2022-01-16 23:36:21,30.291s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input__mx_Field_10""), phoneNumber)",Chrome 97.0.4692.71,,,2022-01-16 23:36:21,2022-01-16 23:37:22,1m - 0.476s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Add""))",Chrome 97.0.4692.71,,,2022-01-16 23:37:22,2022-01-16 23:37:52,30.200s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 23:37:52,2022-01-16 23:37:53,0.797s,PASSED
,,,,,,,
Test Cases/TC39-40. Setting - Phone Number,Chrome 97.0.4692.71,,,2022-01-16 23:37:53,2022-01-16 23:43:20,5m - 27.162s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:37:53,2022-01-16 23:37:54,1.341s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:37:54,2022-01-16 23:37:57,2.430s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 23:37:57,2022-01-16 23:38:01,4.192s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 23:38:01,2022-01-16 23:38:02,0.698s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:38:02,2022-01-16 23:38:02,0.460s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Verify with Security Key or Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 23:38:02,2022-01-16 23:38:49,46.994s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Security Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 23:38:49,2022-01-16 23:39:19,30.228s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input_use your Security Key_mx_passPhraseInput""), ""reV6H350bXVA0kTbjZFhCPXAh4FFL4It6typrKizvxSyJdUn2mpvZeL5nXz6yBWwF/LIkIubCxLuDiWR7yvugw=="")",Chrome 97.0.4692.71,,,2022-01-16 23:39:19,2022-01-16 23:39:50,30.549s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 23:39:50,2022-01-16 23:40:20,30.197s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 23:40:20,2022-01-16 23:40:50,30.180s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-16 23:40:50,2022-01-16 23:41:21,30.541s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/span_Security  privacy_mx_IconizedContextMe_38942c""))",Chrome 97.0.4692.71,,,2022-01-16 23:41:21,2022-01-16 23:41:51,30.172s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input__mx_Field_10""), phoneNumber)",Chrome 97.0.4692.71,,,2022-01-16 23:41:51,2022-01-16 23:42:51,1m - 0.438s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Add""))",Chrome 97.0.4692.71,,,2022-01-16 23:42:51,2022-01-16 23:43:19,27.884s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 23:43:19,2022-01-16 23:43:20,0.823s,PASSED
