Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC16. Security Key continue without confirmation,Chrome 97.0.4692.71,,,2022-01-16 00:01:37,2022-01-16 00:03:14,1m - 37.543s,PASSED
,,,,,,,
Test Cases/TC16. Security Key continue without confirmation,Chrome 97.0.4692.71,,,2022-01-16 00:01:37,2022-01-16 00:03:14,1m - 37.024s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:01:38,2022-01-16 00:01:45,6.736s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 00:01:45,2022-01-16 00:01:50,4.473s,PASSED
"setText(findTestObject(""Object Repository/Security Key continue without confirmation/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 00:01:50,2022-01-16 00:01:56,6.754s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Security Key continue without confirmation/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 00:01:56,2022-01-16 00:01:57,0.861s,PASSED
"click(findTestObject(""Object Repository/Security Key continue without confirmation/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 00:01:57,2022-01-16 00:01:58,0.568s,PASSED
"click(findTestObject(""Object Repository/Security Key continue without confirmation/Page_Element 4/div_Verify this device_mx_AccessibleButton _90ce45""))",Chrome 97.0.4692.71,,,2022-01-16 00:01:58,2022-01-16 00:02:43,45.634s,PASSED
"click(findTestObject(""Object Repository/Security Key continue without confirmation/Page_Element 4/div_Ill verify later""))",Chrome 97.0.4692.71,,,2022-01-16 00:02:43,2022-01-16 00:03:14,30.254s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:03:14,2022-01-16 00:03:14,0.729s,PASSED
