Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC23-29,Chrome 97.0.4692.71,,,2022-01-16 00:03:22,2022-01-16 00:26:51,23m - 29.247s,FAILED
,,,,,,,
Test Cases/TC23. Starting a conversation,Chrome 97.0.4692.71,,,2022-01-16 00:03:22,2022-01-16 00:06:13,2m - 50.623s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:03:23,2022-01-16 00:03:26,2.950s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 00:03:26,2022-01-16 00:03:28,1.881s,PASSED
"setText(findTestObject(""Object Repository/starting a conversation/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 00:03:28,2022-01-16 00:03:32,4.590s,PASSED
"setEncryptedText(findTestObject(""Object Repository/starting a conversation/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 00:03:32,2022-01-16 00:03:33,0.634s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 00:03:33,2022-01-16 00:03:34,0.578s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 00:03:34,2022-01-16 00:04:06,32.118s,PASSED
"setEncryptedText(findTestObject(""Object Repository/starting a conversation/Page_Element/input_Security Key_mx_Field_4""), ""VS8rYQ977uuZTKUEW2qHoqEszM/c6AWesmLKV2MYNvqcWwurKMbzDimjKKZIAEKmZHKDZ9qV+hrvpiERJe3Tdg=="")",Chrome 97.0.4692.71,,,2022-01-16 00:04:06,2022-01-16 00:04:36,30.396s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 00:04:36,2022-01-16 00:05:06,30.162s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 00:05:06,2022-01-16 00:05:36,30.170s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/div_Send a Direct Message""))",Chrome 97.0.4692.71,,,2022-01-16 00:05:36,2022-01-16 00:05:40,3.665s,PASSED
"click(findTestObject(""Object Repository/starting a conversation/Page_Element/div_CCongTainctaimatrix.org4 minutes ago""))",Chrome 97.0.4692.71,,,2022-01-16 00:05:40,2022-01-16 00:05:43,2.797s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/starting a conversation/Page_Element/div_Go""))",Chrome 97.0.4692.71,,,2022-01-16 00:05:43,2022-01-16 00:06:13,30.135s,PASSED
,,,,,,,
Test Cases/TC24. Chatting with other people,Chrome 97.0.4692.71,,,2022-01-16 00:06:13,2022-01-16 00:09:53,3m - 40.287s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:06:13,2022-01-16 00:06:15,1.810s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 00:06:15,2022-01-16 00:06:17,1.783s,PASSED
"setText(findTestObject(""Object Repository/chatting with other people/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 00:06:17,2022-01-16 00:06:21,3.810s,PASSED
"setEncryptedText(findTestObject(""Object Repository/chatting with other people/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 00:06:21,2022-01-16 00:06:21,0.554s,PASSED
"click(findTestObject(""Object Repository/chatting with other people/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 00:06:21,2022-01-16 00:06:22,0.503s,PASSED
"click(findTestObject(""Object Repository/chatting with other people/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 00:06:22,2022-01-16 00:06:52,30.137s,PASSED
"setEncryptedText(findTestObject(""Object Repository/chatting with other people/Page_Element/input_Security Key_mx_Field_4""), ""VS8rYQ977uuZTKUEW2qHoqEszM/c6AWesmLKV2MYNvqcWwurKMbzDimjKKZIAEKmZHKDZ9qV+hrvpiERJe3Tdg=="")",Chrome 97.0.4692.71,,,2022-01-16 00:06:52,2022-01-16 00:07:22,30.328s,PASSED
"click(findTestObject(""Object Repository/chatting with other people/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 00:07:22,2022-01-16 00:07:52,30.124s,PASSED
