Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC39-40. Setting - PhoneNumber,Chrome 97.0.4692.71,,,2022-01-16 21:50:18,2022-01-16 22:11:05,20m - 46.589s,PASSED
,,,,,,,
Test Cases/TC39-40. Setting - Phone Number,Chrome 97.0.4692.71,,,2022-01-16 21:50:21,2022-01-16 22:01:03,10m - 41.586s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 21:50:22,2022-01-16 21:50:48,25.080s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 21:50:48,2022-01-16 21:50:55,7.460s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Sign in with_username""), ""nctai"")",Chrome 97.0.4692.71,,,2022-01-16 21:50:55,2022-01-16 21:51:27,32.229s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Username_password""), ""EkCegUu2cCIeOttlbhr1Gg=="")",Chrome 97.0.4692.71,,,2022-01-16 21:51:27,2022-01-16 21:51:34,6.266s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 21:51:34,2022-01-16 21:51:37,3.568s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Verify with Security Key or Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 21:51:37,2022-01-16 21:52:08,31.035s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Security Phrase""))",Chrome 97.0.4692.71,,,2022-01-16 21:52:08,2022-01-16 21:52:39,30.880s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input_use your Security Key_mx_passPhraseInput""), ""reV6H350bXVA0kTbjZFhCPXAh4FFL4It6typrKizvxSyJdUn2mpvZeL5nXz6yBWwF/LIkIubCxLuDiWR7yvugw=="")",Chrome 97.0.4692.71,,,2022-01-16 21:52:39,2022-01-16 21:53:07,27.386s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 21:53:08,2022-01-16 21:53:31,22.371s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 21:53:31,2022-01-16 21:53:47,16.638s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/img_Review_mx_BaseAvatar_image""))",Chrome 97.0.4692.71,,,2022-01-16 21:53:48,2022-01-16 21:53:57,9.602s,PASSED
"click(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/span_Security  privacy_mx_IconizedContextMe_38942c""))",Chrome 97.0.4692.71,,,2022-01-16 21:53:57,2022-01-16 21:54:32,34.623s,PASSED
"setText(findTestObject(""Object Repository/Setting - Phone Number/Page_Element 2/input__mx_Field_10""), phoneNumber)",Chrome 97.0.4692.71,,,2022-01-16 21:54:32,2022-01-16 22:00:29,5m - 57.701s,PASSED
