Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC7-10. Sign In,Chrome 97.0.4692.71,,,2022-01-16 23:05:22,2022-01-16 23:09:03,3m - 41.052s,PASSED
,,,,,,,
Test Cases/TC7-10. Sign In,Chrome 97.0.4692.71,,,2022-01-16 23:05:23,2022-01-16 23:05:58,35.369s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:05:24,2022-01-16 23:05:29,5.480s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:05:29,2022-01-16 23:05:34,4.761s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Sign in with_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 23:05:34,2022-01-16 23:05:39,5.497s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Username_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 23:05:39,2022-01-16 23:05:42,2.763s,PASSED
"click(findTestObject(""Sign In/using Username/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:05:42,2022-01-16 23:05:43,1.127s,PASSED
"waitForPageLoad(1000, STOP_ON_FAILURE)",Chrome 97.0.4692.71,,,2022-01-16 23:05:43,2022-01-16 23:05:44,0.452s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 97.0.4692.71,,,2022-01-16 23:05:44,2022-01-16 23:05:58,14.466s,PASSED
,,,,,,,
Test Cases/TC7-10. Sign In,Chrome 97.0.4692.71,,,2022-01-16 23:05:58,2022-01-16 23:06:13,14.951s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:05:58,2022-01-16 23:06:00,2.053s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:06:00,2022-01-16 23:06:06,5.330s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Sign in with_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 23:06:06,2022-01-16 23:06:10,4.287s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Username_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 23:06:10,2022-01-16 23:06:11,1.099s,PASSED
"click(findTestObject(""Sign In/using Username/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:06:11,2022-01-16 23:06:12,0.641s,PASSED
"waitForPageLoad(1000, STOP_ON_FAILURE)",Chrome 97.0.4692.71,,,2022-01-16 23:06:12,2022-01-16 23:06:12,0.020s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 97.0.4692.71,,,2022-01-16 23:06:12,2022-01-16 23:06:13,1.473s,PASSED
,,,,,,,
Test Cases/TC7-10. Sign In,Chrome 97.0.4692.71,,,2022-01-16 23:06:13,2022-01-16 23:06:27,13.837s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:06:13,2022-01-16 23:06:15,1.713s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:06:15,2022-01-16 23:06:18,3.423s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Sign in with_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 23:06:18,2022-01-16 23:06:25,6.510s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Username_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 23:06:25,2022-01-16 23:06:26,0.740s,PASSED
"click(findTestObject(""Sign In/using Username/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:06:26,2022-01-16 23:06:26,0.516s,PASSED
"waitForPageLoad(1000, STOP_ON_FAILURE)",Chrome 97.0.4692.71,,,2022-01-16 23:06:26,2022-01-16 23:06:26,0.037s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 97.0.4692.71,,,2022-01-16 23:06:26,2022-01-16 23:06:27,0.866s,PASSED
,,,,,,,
Test Cases/TC7-10. Sign In,Chrome 97.0.4692.71,,,2022-01-16 23:06:27,2022-01-16 23:09:03,2m - 35.778s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:06:27,2022-01-16 23:06:28,1.289s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:06:28,2022-01-16 23:06:30,1.976s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Sign in with_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 23:06:30,2022-01-16 23:07:31,1m - 1.109s,PASSED
"setText(findTestObject(""Sign In/using Username/input_Username_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 23:07:31,2022-01-16 23:08:32,1m - 0.297s,PASSED
"click(findTestObject(""Sign In/using Username/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:08:32,2022-01-16 23:09:02,30.297s,PASSED
"waitForPageLoad(1000, STOP_ON_FAILURE)",Chrome 97.0.4692.71,,,2022-01-16 23:09:02,2022-01-16 23:09:02,0.028s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 97.0.4692.71,,,2022-01-16 23:09:02,2022-01-16 23:09:03,0.763s,PASSED
