Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC17-20. Creating public workspace,Chrome 97.0.4692.71,,,2022-01-16 23:06:46,2022-01-16 23:33:26,26m - 39.234s,PASSED
,,,,,,,
Test Cases/TC17-20. Creating public workspace with address,Chrome 97.0.4692.71,,,2022-01-16 23:06:47,2022-01-16 23:13:08,6m - 21.127s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:06:48,2022-01-16 23:06:51,3.618s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:06:51,2022-01-16 23:06:54,2.279s,PASSED
"setText(findTestObject(""Object Repository/Creating public workspace/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 23:06:54,2022-01-16 23:06:58,4.508s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Creating public workspace/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 23:06:58,2022-01-16 23:06:59,0.625s,PASSED
"click(findTestObject(""Object Repository/Creating public workspace/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:06:59,2022-01-16 23:06:59,0.544s,PASSED
"click(findTestObject(""Object Repository/Creating public workspace/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 23:06:59,2022-01-16 23:07:31,31.867s,PASSED
"setText(findTestObject(""Object Repository/Creating public workspace/Page_Element/input_Security Key_mx_Field_4""), ""EsTz GjF9 i17E JLpz sfyb e7c5 tV5p wVxd Jh5S uSmg KYJr KDsR"")",Chrome 97.0.4692.71,,,2022-01-16 23:07:31,2022-01-16 23:08:05,33.785s,PASSED
"click(findTestObject(""Object Repository/Creating public workspace/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 23:08:05,2022-01-16 23:08:35,30.175s,PASSED
"click(findTestObject(""Object Repository/Creating public workspace/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 23:08:35,2022-01-16 23:09:05,30.236s,PASSED
