Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 19:35:15,2022-01-16 19:41:13,5m - 57.447s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 19:35:16,2022-01-16 19:35:32,16.009s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 19:35:17,2022-01-16 19:35:19,2.395s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 19:35:19,2022-01-16 19:35:22,2.715s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 19:35:22,2022-01-16 19:35:27,5.000s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 19:35:27,2022-01-16 19:35:28,1.572s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 19:35:28,2022-01-16 19:35:30,1.312s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 19:35:30,2022-01-16 19:35:30,0.852s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 19:35:30,2022-01-16 19:35:31,0.885s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 19:35:31,2022-01-16 19:35:32,0.702s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 19:35:32,2022-01-16 19:35:55,23.333s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 19:35:32,2022-01-16 19:35:34,2.219s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 19:35:34,2022-01-16 19:35:38,3.566s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 19:35:38,2022-01-16 19:35:46,7.622s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 19:35:46,2022-01-16 19:35:48,2.067s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 19:35:48,2022-01-16 19:35:50,2.167s,PASSED
