Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC21-22. Creating private workspace,Chrome 97.0.4692.71,,,2022-01-16 23:07:39,2022-01-16 23:20:11,12m - 32.414s,PASSED
,,,,,,,
Test Cases/TC21-22. Create private workspace,Chrome 97.0.4692.71,,,2022-01-16 23:07:40,2022-01-16 23:14:19,6m - 39.545s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 23:07:40,2022-01-16 23:07:44,3.583s,PASSED
"navigateToUrl(""http://localhost:8080/#/login"")",Chrome 97.0.4692.71,,,2022-01-16 23:07:44,2022-01-16 23:07:47,2.901s,PASSED
"setText(findTestObject(""Object Repository/Creating private workspace/Page_Element/input_Sign in with_username""), ""tvminh19"")",Chrome 97.0.4692.71,,,2022-01-16 23:07:47,2022-01-16 23:07:51,4.272s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Creating private workspace/Page_Element/input_Username_password""), ""ZMYEqBLXlqKBS+xCxiYvcQ=="")",Chrome 97.0.4692.71,,,2022-01-16 23:07:51,2022-01-16 23:07:52,0.692s,PASSED
"click(findTestObject(""Object Repository/Creating private workspace/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-16 23:07:52,2022-01-16 23:07:53,0.605s,PASSED
"click(findTestObject(""Object Repository/Creating private workspace/Page_Element/div_Verify with Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 23:07:53,2022-01-16 23:08:26,33.956s,PASSED
"click(findTestObject(""Object Repository/Creating private workspace/Page_Element/h2_Security Key""))",Chrome 97.0.4692.71,,,2022-01-16 23:08:26,2022-01-16 23:08:57,30.164s,PASSED
"setText(findTestObject(""Object Repository/Creating private workspace/Page_Element/input_Security Key_mx_Field_4""), ""EsTz GjF9 i17E JLpz sfyb e7c5 tV5p wVxd Jh5S uSmg KYJr KDsR"")",Chrome 97.0.4692.71,,,2022-01-16 23:08:57,2022-01-16 23:09:57,1m - 0.580s,PASSED
"click(findTestObject(""Object Repository/Creating private workspace/Page_Element/button_Continue""))",Chrome 97.0.4692.71,,,2022-01-16 23:09:57,2022-01-16 23:10:27,30.193s,PASSED
"click(findTestObject(""Object Repository/Creating private workspace/Page_Element/div_Done""))",Chrome 97.0.4692.71,,,2022-01-16 23:10:27,2022-01-16 23:10:58,30.559s,PASSED
