Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:01:12,2022-01-16 00:03:01,1m - 48.665s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:01:13,2022-01-16 00:01:30,17.273s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:01:13,2022-01-16 00:01:16,2.597s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:01:16,2022-01-16 00:01:18,2.101s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:01:18,2022-01-16 00:01:24,5.793s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:01:24,2022-01-16 00:01:25,1.560s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:01:25,2022-01-16 00:01:27,1.498s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:01:27,2022-01-16 00:01:28,0.870s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:01:28,2022-01-16 00:01:29,0.986s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:01:29,2022-01-16 00:01:30,1.290s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:01:30,2022-01-16 00:01:52,21.665s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:01:30,2022-01-16 00:01:32,1.940s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:01:32,2022-01-16 00:01:37,4.991s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:01:37,2022-01-16 00:01:43,5.672s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:01:43,2022-01-16 00:01:45,2.755s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:01:45,2022-01-16 00:01:47,1.755s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:01:47,2022-01-16 00:01:49,2.316s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:01:49,2022-01-16 00:01:51,1.071s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:01:51,2022-01-16 00:01:52,1.133s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:01:52,2022-01-16 00:02:09,16.799s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:01:52,2022-01-16 00:01:53,1.575s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:01:53,2022-01-16 00:01:58,4.438s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:01:58,2022-01-16 00:02:02,4.497s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:02:02,2022-01-16 00:02:04,2.009s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:02:04,2022-01-16 00:02:06,1.813s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:02:06,2022-01-16 00:02:07,0.875s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:02:07,2022-01-16 00:02:08,0.843s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:02:08,2022-01-16 00:02:09,0.713s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:02:09,2022-01-16 00:02:28,19.480s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:02:09,2022-01-16 00:02:10,1.200s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:02:10,2022-01-16 00:02:12,2.482s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:02:12,2022-01-16 00:02:18,5.892s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:02:18,2022-01-16 00:02:25,6.311s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:02:25,2022-01-16 00:02:26,1.134s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:02:26,2022-01-16 00:02:26,0.732s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:02:26,2022-01-16 00:02:27,1.029s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:02:27,2022-01-16 00:02:28,0.685s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:02:28,2022-01-16 00:02:45,17.082s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:02:28,2022-01-16 00:02:30,1.588s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:02:30,2022-01-16 00:02:33,3.189s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:02:33,2022-01-16 00:02:39,6.159s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:02:39,2022-01-16 00:02:41,1.525s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:02:41,2022-01-16 00:02:42,0.845s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:02:42,2022-01-16 00:02:43,0.965s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:02:43,2022-01-16 00:02:44,1.147s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:02:44,2022-01-16 00:02:45,1.649s,PASSED
,,,,,,,
Test Cases/TC1-6. Sign Up,Chrome 97.0.4692.71,,,2022-01-16 00:02:45,2022-01-16 00:03:01,15.314s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-16 00:02:46,2022-01-16 00:02:47,1.562s,PASSED
"navigateToUrl(""http://localhost:8080/#/register"")",Chrome 97.0.4692.71,,,2022-01-16 00:02:47,2022-01-16 00:02:52,4.456s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Or_mx_RegistrationForm_username""), username)",Chrome 97.0.4692.71,,,2022-01-16 00:02:52,2022-01-16 00:02:56,4.065s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Username_mx_RegistrationForm_password""), password)",Chrome 97.0.4692.71,,,2022-01-16 00:02:56,2022-01-16 00:02:57,1.207s,PASSED
"click(findTestObject(""Object Repository/Sign Up/Page_Element/div_Confirm password""))",Chrome 97.0.4692.71,,,2022-01-16 00:02:57,2022-01-16 00:02:58,1.540s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Password_mx_RegistrationForm_passwordConfirm""), confirmpassword)",Chrome 97.0.4692.71,,,2022-01-16 00:02:58,2022-01-16 00:02:59,0.810s,PASSED
"setText(findTestObject(""Object Repository/Sign Up/Page_Element/input_Confirm password_mx_Field_1""), email)",Chrome 97.0.4692.71,,,2022-01-16 00:02:59,2022-01-16 00:03:00,0.770s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-16 00:03:00,2022-01-16 00:03:01,0.833s,PASSED
